file_id,path,first_seen,last_seen,commit_count,touches,bus_factor,sensitivity_score,sensitivity_tags
.wrangler-config/chunks/_id__DtEo4TUx.mjs,.wrangler-config/chunks/_id__DtEo4TUx.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/chunks/_id__DtVq5sXd.mjs,.wrangler-config/chunks/_id__DtVq5sXd.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/chunks/_id__gHvP1a7j.mjs,.wrangler-config/chunks/_id__gHvP1a7j.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/chunks/_variantId__DlEC72nb.mjs,.wrangler-config/chunks/_variantId__DlEC72nb.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/chunks/_virtual_astro_server-island-manifest_CFl7y3Qj.mjs,.wrangler-config/chunks/_virtual_astro_server-island-manifest_CFl7y3Qj.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/chunks/_virtual_astro_session-driver_Csu6PJY6.mjs,.wrangler-config/chunks/_virtual_astro_session-driver_Csu6PJY6.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/chunks/approve_BUqd8FbD.mjs,.wrangler-config/chunks/approve_BUqd8FbD.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/chunks/archive_f26U-gzZ.mjs,.wrangler-config/chunks/archive_f26U-gzZ.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/chunks/astro-component_mvRJbLGV.mjs,.wrangler-config/chunks/astro-component_mvRJbLGV.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/chunks/backup_l7iqoZhn.mjs,.wrangler-config/chunks/backup_l7iqoZhn.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/chunks/check_B_EMctBi.mjs,.wrangler-config/chunks/check_B_EMctBi.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/chunks/checkout__6jbg7YP.mjs,.wrangler-config/chunks/checkout__6jbg7YP.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/chunks/checkout_kPPoCdyZ.mjs,.wrangler-config/chunks/checkout_kPPoCdyZ.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/chunks/confirm_cP0MnBDm.mjs,.wrangler-config/chunks/confirm_cP0MnBDm.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/chunks/courier_BRm3jzht.mjs,.wrangler-config/chunks/courier_BRm3jzht.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/chunks/create_Cl5FEgPy.mjs,.wrangler-config/chunks/create_Cl5FEgPy.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/chunks/create_DKTSp6Sn.mjs,.wrangler-config/chunks/create_DKTSp6Sn.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
.wrangler-config/chunks/critical-auth_D2TvZBIE.mjs,.wrangler-config/chunks/critical-auth_D2TvZBIE.mjs,2026-06-17T00:07:38+06:00,2026-06-17T00:07:38+06:00,1,1,1,0.00,
